Name,Event,OlypQualTime,OlypRecord,Final,Heat,Semi,AvgTime,RelTime_OQT,RelTime_ORT,Podium,RelTime_OQT_LR
CHRISTIANSEN Henrik,Men's 1500m Freestyle,54350,52260,NA,54674,NA,54674,-0.005926034,-0.044152614,0,0
MICKA Jan,Men's 1500m Freestyle,54350,52260,NA,55091,NA,55091,-0.013450473,-0.051387704,0,0
McLOUGHLIN Jack,Men's 1500m Freestyle,54350,52260,NA,53858,NA,53858,0.009135133,-0.029670615,0,1
MARTENS Lukas,Men's 1500m Freestyle,54350,52260,NA,53985,NA,53985,0.006761137,-0.03195332,0,1
COSTA Guilherme,Men's 1500m Freestyle,54350,52260,NA,54078,NA,54078,0.005029772,-0.033618107,0,1
EGOROV Aleksandr,Men's 1500m Freestyle,54350,52260,NA,54415,NA,54415,-0.001194524,-0.039603051,0,0
NORGAARD Alexander,Men's 1500m Freestyle,54350,52260,NA,55750,NA,55750,-0.025112108,-0.062600897,0,0
RYLOV Evgeny,Men's 200m Backstroke,7090,6810,6807,6962,6885,6884.666667,0.029824731,-0.010845357,1,1
MURPHY Ryan,Men's 200m Backstroke,7090,6810,6855,7052,6938,6948.333333,0.020388582,-0.019908851,1,1
GREENBANK Luke,Men's 200m Backstroke,7090,6810,6912,6903,6938,6917.666667,0.024912061,-0.015564015,1,1
MEFFORD Bryce,Men's 200m Backstroke,7090,6810,6949,6997,6997,6981,0.015613809,-0.024495058,0,1
TELEGDY Adam,Men's 200m Backstroke,7090,6810,6975,7090,6979,7014.666667,0.010739403,-0.029176963,0,1
KAWECKI Radoslaw,Men's 200m Backstroke,7090,6810,6999,7043,7028,7023.333333,0.009492169,-0.030374941,0,1
IRIE Ryosuke,Men's 200m Backstroke,7090,6810,7052,7057,7029,7046,0.006244678,-0.033494181,0,1
GARCIA SAIZ Nicolas,Men's 200m Backstroke,7090,6810,7146,7082,6995,7074.333333,0.002214579,-0.037365123,0,1
TARASEVICH Grigory,Men's 200m Backstroke,7090,6810,NA,7042,7026,7034,0.007961331,-0.031845323,0,1
BINEDELL Martin,Men's 200m Backstroke,7090,6810,NA,7127,NA,7127,-0.005191525,-0.044478743,0,0
GLINTA Robert,Men's 200m Backstroke,7090,6810,NA,7158,NA,7158,-0.00949986,-0.048616932,0,0
TOUMARKIN Yakov,Men's 200m Backstroke,7090,6810,NA,7205,NA,7205,-0.015961138,-0.05482304,0,0
ATAYEV Merdan,Men's 200m Backstroke,7090,6810,NA,7448,NA,7448,-0.048066595,-0.08566058,0,0
LEE Juho,Men's 200m Backstroke,7090,6810,NA,7037,7053,7045,0.006387509,-0.033356991,0,1
THORMEYER Markus,Men's 200m Backstroke,7090,6810,NA,7105,7176,7140.5,-0.007072334,-0.046285274,0,0
SAKA Berke,Men's 200m Backstroke,7090,6810,NA,7146,NA,7146,-0.007836552,-0.047019312,0,0
LEVTEROV Kaloyan,Men's 200m Backstroke,7090,6810,NA,7176,NA,7176,-0.011984392,-0.051003344,0,0
MITYUKOV Roman,Men's 200m Backstroke,7090,6810,NA,7065,7027,7046,0.006244678,-0.033494181,0,1
XU Jiayu,Men's 200m Backstroke,7090,6810,NA,7096,NA,7096,-0.000845547,-0.040304397,0,0
NDOYE-BROUARD Yohann,Men's 200m Backstroke,7090,6810,NA,7116,7043,7079.5,0.001483156,-0.03806766,0,1
RESTIVO Matteo,Men's 200m Backstroke,7090,6810,NA,7116,NA,7116,-0.003653738,-0.043001686,0,0
SANTOS Francisco Rogerio,Men's 200m Backstroke,7090,6810,NA,7138,NA,7138,-0.006724573,-0.045951247,0,0
TOMAC Mewen,Men's 200m Backstroke,7090,6810,NA,7142,NA,7142,-0.007280874,-0.046485578,0,0
SKIERKA Jakub,Men's 200m Backstroke,7090,6810,NA,7170,NA,7170,-0.011157601,-0.050209205,0,0
SUNAMA Keita,Men's 200m Backstroke,7090,6810,NA,7027,7036,7031.5,0.008319704,-0.031501102,0,1
HOLLARD Tristan,Men's 200m Backstroke,7090,6810,NA,7044,7052,7048,0.005959137,-0.033768445,0,1
WILLIAMS Brodie Paul,Men's 200m Backstroke,7090,6810,NA,7068,7093,7080.5,0.001341713,-0.038203517,0,1
CEJKA Jan,Men's 200m Backstroke,7090,6810,NA,7082,NA,7082,0.001129624,-0.03840723,0,1
DIENER Christian,Men's 200m Backstroke,7090,6810,NA,7107,NA,7107,-0.002392008,-0.041789785,0,0
STUBBLETY-COOK Izaac,Men's 200m Breaststroke,7830,7600,7598,7657,7655,7636.666667,0.025316456,-0.004801397,1,1
KAMMINGA Arno,Men's 200m Breaststroke,7830,7600,7621,7657,7719,7665.666667,0.021437579,-0.008566335,1,1
MATTSSON Matti,Men's 200m Breaststroke,7830,7600,7633,7724,7702,7686.333333,0.018691183,-0.011232057,1,1
CHUPKOV Anton,Men's 200m Breaststroke,7830,7600,7644,7734,7734,7704,0.01635514,-0.013499481,0,1
FINK Nic,Men's 200m Breaststroke,7830,7600,7713,7728,7680,7707,0.015959517,-0.013883483,0,1
WILBY James,Men's 200m Breaststroke,7830,7600,7699,7810,7711,7740,0.011627907,-0.018087855,0,1
MURA Ryuya,Men's 200m Breaststroke,7830,7600,7722,7740,7707,7723,0.01385472,-0.015926453,0,1
PERSSON Erik,Men's 200m Breaststroke,7830,7600,7768,7756,7756,7760,0.009020619,-0.020618557,0,1
CHRISTIANSON Bernhard Tyler,Men's 200m Breaststroke,7830,7600,NA,8021,NA,8021,-0.023812492,-0.052487221,0,0
MASKELYNE Ryan,Men's 200m Breaststroke,7830,7600,NA,8133,NA,8133,-0.037255625,-0.065535473,0,0
DOMINGUEZ RAMOS Josue,Men's 200m Breaststroke,7830,7600,NA,8254,NA,8254,-0.051369033,-0.079234311,0,0
VAKASAMA Taichi,Men's 200m Breaststroke,7830,7600,NA,8255,NA,8255,-0.051483949,-0.079345851,0,0
BASTIAN Izaak,Men's 200m Breaststroke,7830,7600,NA,8260,NA,8260,-0.052058111,-0.079903148,0,0
HORREGO Julio,Men's 200m Breaststroke,7830,7600,NA,8271,NA,8271,-0.053318825,-0.081126829,0,0
HERRERA Arnoldo,Men's 200m Breaststroke,7830,7600,NA,8409,NA,8409,-0.068854798,-0.096206445,0,0
AL-OBAIDLY Abdulaziz,Men's 200m Breaststroke,7830,7600,NA,8602,NA,8602,-0.089746571,-0.116484538,0,0
PETRASHOV Denis,Men's 200m Breaststroke,7830,7600,NA,7807,NA,7807,0.002946074,-0.026514666,0,1
McKEE Anton,Men's 200m Breaststroke,7830,7600,NA,7924,NA,7924,-0.011862696,-0.04088844,0,0
ALLIKVEE Martin,Men's 200m Breaststroke,7830,7600,NA,7980,NA,7980,-0.018796992,-0.047619048,0,0
AL-WIR Amro,Men's 200m Breaststroke,7830,7600,NA,7981,NA,7981,-0.018919935,-0.047738379,0,0
POLONSKY Ron,Men's 200m Breaststroke,7830,7600,NA,7991,NA,7991,-0.020147666,-0.048930046,0,0
MURILLO VALDES Jorge,Men's 200m Breaststroke,7830,7600,NA,8026,NA,8026,-0.024420633,-0.053077498,0,0
BOBROVS Daniils,Men's 200m Breaststroke,7830,7600,NA,8065,NA,8065,-0.029138252,-0.057656541,0,0
SANES Adriel,Men's 200m Breaststroke,7830,7600,NA,8247,NA,8247,-0.050563841,-0.078452771,0,0
SATO Shoma,Men's 200m Breaststroke,7830,7600,NA,7783,7744,7763.5,0.008565724,-0.021060089,0,1
VIQUERAT Antoine,Men's 200m Breaststroke,7830,7600,NA,7794,7837,7815.5,0.001855288,-0.027573412,0,1
MURDOCH Ross,Men's 200m Breaststroke,7830,7600,NA,7835,7837,7836,-0.000765697,-0.030117407,0,0
CHO Sungjae,Men's 200m Breaststroke,7830,7600,NA,7817,NA,7817,0.001663042,-0.02776001,0,1
KOCH Marco,Men's 200m Breaststroke,7830,7600,NA,7818,NA,7818,0.001534919,-0.027884369,0,1
ROTHBAUER Christopher,Men's 200m Breaststroke,7830,7600,NA,7999,NA,7999,-0.021127641,-0.049881235,0,0
PRIGODA Kirill,Men's 200m Breaststroke,7830,7600,NA,7761,7768,7764.5,0.00843583,-0.021186168,0,1
EPITROPOV Lyubomir,Men's 200m Breaststroke,7830,7600,NA,7808,7833,7820.5,0.001214756,-0.028195128,0,1
WILSON Andrew,Men's 200m Breaststroke,7830,7600,NA,7837,NA,7837,-0.000893199,-0.030241164,0,0
CORBEAU Caspar,Men's 200m Breaststroke,7830,7600,NA,7821,NA,7821,0.001150748,-0.028257256,0,1
OGRETIR Berkay,Men's 200m Breaststroke,7830,7600,NA,7873,NA,7873,-0.005461705,-0.034675473,0,0
BALANDIN Dmitriy,Men's 200m Breaststroke,7830,7600,NA,7779,7762,7770.5,0.007657165,-0.02194196,0,1
WILSON Matthew,Men's 200m Breaststroke,7830,7600,NA,7769,7810,7789.5,0.005199307,-0.024327621,0,1
SIDLAUSKAS Andrius,Men's 200m Breaststroke,7830,7600,NA,7796,7869,7832.5,-0.000319183,-0.029684009,0,0
GREENE Darragh,Men's 200m Breaststroke,7830,7600,NA,7869,NA,7869,-0.004956157,-0.034184776,0,0
MILAK Kristof,Men's 200m Butterfly,7000,6690,6685,6838,6742,6755,0.03626943,-0.009622502,1,1
HONDA Tomoru,Men's 200m Butterfly,7000,6690,6853,6910,6931,6898,0.014786895,-0.030153668,1,1
BURDISSO Federico,Men's 200m Butterfly,7000,6690,6885,6914,6911,6903.333333,0.014002897,-0.030902945,1,1
KENDERESI Tamas,Men's 200m Butterfly,7000,6690,6892,6918,6917,6909,0.013171226,-0.031697785,0,1
le CLOS Chad,Men's 200m Butterfly,7000,6690,6933,6996,6906,6945,0.007919366,-0.036717063,0,1
de DEUS Leonardo,Men's 200m Butterfly,7000,6690,6919,6923,6937,6926.333333,0.010635738,-0.034120988,0,1
BENTZ Gunnar,Men's 200m Butterfly,7000,6690,6946,6946,6928,6940,0.008645533,-0.036023055,0,1
CHMIELEWSKI Krzysztof,Men's 200m Butterfly,7000,6690,6988,6977,6929,6964.666667,0.005073227,-0.039437159,0,1
KELZI Ayman,Men's 200m Butterfly,7000,6690,NA,7197,NA,7197,-0.027372516,-0.070446019,0,0
BALSINI Matin,Men's 200m Butterfly,7000,6690,NA,7237,NA,7237,-0.032748376,-0.075583805,0,0
DOLS Keanan,Men's 200m Butterfly,7000,6690,NA,7225,NA,7225,-0.031141869,-0.074048443,0,0
WONGCHAROEN Navaphat,Men's 200m Butterfly,7000,6690,NA,7303,NA,7303,-0.041489799,-0.083938108,0,0
NAGY Richard,Men's 200m Butterfly,7000,6690,NA,7351,NA,7351,-0.047748606,-0.089919739,0,0
BACHMANN Simon,Men's 200m Butterfly,7000,6690,NA,7434,NA,7434,-0.058380414,-0.10008071,0,0
HVAS Tomoe,Men's 200m Butterfly,7000,6690,NA,6990,NA,6990,0.001430615,-0.042918455,0,1
QUAH Zheng Wen,Men's 200m Butterfly,7000,6690,NA,7002,NA,7002,-0.000285633,-0.044558698,0,0
HYLAND Brendan,Men's 200m Butterfly,7000,6690,NA,7029,NA,7029,-0.004125765,-0.048228767,0,0
PRAKASH Sajan,Men's 200m Butterfly,7000,6690,NA,7042,NA,7042,-0.005964215,-0.049985799,0,0
ZIRK Kregor,Men's 200m Butterfly,7000,6690,NA,7046,NA,7046,-0.006528527,-0.050525121,0,0
SANCOV Alexei,Men's 200m Butterfly,7000,6690,NA,7075,NA,7075,-0.010600707,-0.054416961,0,0
TROIANOVSKYI Ihor,Men's 200m Butterfly,7000,6690,NA,7117,NA,7117,-0.016439511,-0.05999719,0,0
VEGA TORRES Luis Emigdio,Men's 200m Butterfly,7000,6690,NA,7140,NA,7140,-0.019607843,-0.06302521,0,0
PONTI Noe,Men's 200m Butterfly,7000,6690,NA,6905,6937,6921,0.011414535,-0.03337668,0,1
CARINI Giacomo,Men's 200m Butterfly,7000,6690,NA,6933,6995,6964,0.005169443,-0.039345204,0,1
MARCHAND Leon,Men's 200m Butterfly,7000,6690,NA,6985,6968,6976.5,0.003368451,-0.041066437,0,1
IVANOV Antani,Men's 200m Butterfly,7000,6690,NA,6996,NA,6996,0.000571755,-0.04373928,0,1
KESYL Denys,Men's 200m Butterfly,7000,6690,NA,6997,NA,6997,0.000428755,-0.043875947,0,1
MAJERSKI Jakub,Men's 200m Butterfly,7000,6690,NA,7111,NA,7111,-0.015609619,-0.05920405,0,0
WANG Kuan-Hung,Men's 200m Butterfly,7000,6690,NA,6884,6952,6918,0.011853137,-0.032957502,0,1
HARTING Zach,Men's 200m Butterfly,7000,6690,NA,6932,6935,6933.5,0.009591116,-0.035119348,0,1
SETO Daiya,Men's 200m Butterfly,7000,6690,NA,6926,6950,6938,0.008936293,-0.035745172,0,1
KUDASHEV Aleksandr,Men's 200m Butterfly,7000,6690,NA,6954,6951,6952.5,0.006832075,-0.037756203,0,1
CROENEN Louis,Men's 200m Butterfly,7000,6690,NA,6978,7027,7002.5,-0.000357015,-0.044626919,0,0
MOON Seungwoo,Men's 200m Butterfly,7000,6690,NA,7089,NA,7089,-0.012554662,-0.056284384,0,0
MORGAN David,Men's 200m Butterfly,7000,6690,NA,7227,NA,7227,-0.03140999,-0.074304691,0,0
THOMASBERGER David,Men's 200m Butterfly,7000,6690,NA,6964,NA,6964,0.005169443,-0.039345204,0,1
TEMPLE Matthew,Men's 200m Butterfly,7000,6690,NA,6985,NA,6985,0.002147459,-0.042233357,0,1
du PREEZ Ethan,Men's 200m Butterfly,7000,6690,NA,7130,NA,7130,-0.018232819,-0.06171108,0,0
DEAN Tom,Men's 200m Freestyle,6440,6180,6262,6324,6334,6306.666667,0.021141649,-0.020084567,1,1
SCOTT Duncan,Men's 200m Freestyle,6440,6180,6266,6337,6300,6301,0.02205999,-0.019203301,1,1
SCHEFFER Fernando,Men's 200m Freestyle,6440,6180,6306,6305,6371,6327.333333,0.017806343,-0.023285218,1,1
POPOVICI David,Men's 200m Freestyle,6440,6180,6308,6332,6368,6336,0.016414141,-0.024621212,0,1
MALYUTIN Martin,Men's 200m Freestyle,6440,6180,6301,6350,6345,6332,0.017056222,-0.024005054,0,1
SMITH Kieran,Men's 200m Freestyle,6440,6180,6312,6380,6307,6333,0.016895626,-0.024159166,0,1
HWANG Sunwoo,Men's 200m Freestyle,6440,6180,6326,6302,6353,6327,0.017859965,-0.02323376,0,1
RAPSYS Danas,Men's 200m Freestyle,6440,6180,6378,6384,6332,6364.666667,0.011836179,-0.02901435,0,1
MARKOS Dimitrios,Men's 200m Freestyle,6440,6180,NA,6556,NA,6556,-0.017693716,-0.057352044,0,0
SCHREUDERS Mikel,Men's 200m Freestyle,6440,6180,NA,6583,NA,6583,-0.021722619,-0.06121829,0,0
VARGAS Joaquin,Men's 200m Freestyle,6440,6180,NA,6633,NA,6633,-0.02909694,-0.068294889,0,0
AL-YAMANI Mokhtar,Men's 200m Freestyle,6440,6180,NA,6637,NA,6637,-0.029682085,-0.068856411,0,0
ROBERTS Wesley Tikiariki,Men's 200m Freestyle,6440,6180,NA,6641,NA,6641,-0.030266526,-0.069417256,0,0
FREEMAN James,Men's 200m Freestyle,6440,6180,NA,6807,NA,6807,-0.053915087,-0.092111062,0,0
HASSOUNA Audai Rushdi Hamed,Men's 200m Freestyle,6440,6180,NA,6987,NA,6987,-0.07828825,-0.115500215,0,0
STJEPANOVIC Velimir,Men's 200m Freestyle,6440,6180,NA,6386,6482,6434,0.000932546,-0.039477774,0,1
HEIDTMANN Jacob,Men's 200m Freestyle,6440,6180,NA,6433,NA,6433,0.001088139,-0.039328463,0,1
SANCOV Alexei,Men's 200m Freestyle,6440,6180,NA,6466,NA,6466,-0.004021033,-0.044231364,0,0
LOKTEV Denis,Men's 200m Freestyle,6440,6180,NA,6488,NA,6488,-0.007398274,-0.047472256,0,0
SOBERS Alex,Men's 200m Freestyle,6440,6180,NA,6489,NA,6489,-0.007551241,-0.047619048,0,0
SIM Welson,Men's 200m Freestyle,6440,6180,NA,6564,NA,6564,-0.01889092,-0.058500914,0,0
UNLU Baturalp,Men's 200m Freestyle,6440,6180,NA,6615,NA,6615,-0.026455026,-0.065759637,0,0
BALLO Stefano,Men's 200m Freestyle,6440,6180,NA,6380,6384,6382,0.00908806,-0.03165152,0,1
HAAS Townley,Men's 200m Freestyle,6440,6180,NA,6386,6367,6376.5,0.009958441,-0.030816279,0,1
NEMETH Nandor,Men's 200m Freestyle,6440,6180,NA,6379,6440,6409.5,0.004758562,-0.035806225,0,1
DJAKOVIC Antonio,Men's 200m Freestyle,6440,6180,NA,6397,6392,6394.5,0.00711549,-0.033544452,0,1
GIREV Ivan,Men's 200m Freestyle,6440,6180,NA,6431,NA,6431,0.001399471,-0.0390297,0,1
ATSU Jonathan,Men's 200m Freestyle,6440,6180,NA,6495,NA,6495,-0.008468052,-0.048498845,0,0
di COLA Stefano,Men's 200m Freestyle,6440,6180,NA,6427,6439,6433,0.001088139,-0.039328463,0,1
POTHAIN Jordan,Men's 200m Freestyle,6440,6180,NA,6435,NA,6435,0.000777001,-0.03962704,0,1
JI Xinjie,Men's 200m Freestyle,6440,6180,NA,6446,NA,6446,-0.00093081,-0.041265901,0,0
HANSON Robin,Men's 200m Freestyle,6440,6180,NA,6422,NA,6422,0.002802865,-0.037682965,0,1
KOZMA Dominik,Men's 200m Freestyle,6440,6180,NA,6567,NA,6567,-0.01933912,-0.058931019,0,0
NEILL Thomas,Men's 200m Freestyle,6440,6180,NA,6381,6374,6377.5,0.009800078,-0.030968248,0,1
ZIRK Kregor,Men's 200m Freestyle,6440,6180,NA,6370,6427,6398.5,0.006485895,-0.034148629,0,1
MATSUMOTO Katsuhiro,Men's 200m Freestyle,6440,6180,NA,6429,NA,6429,0.001710997,-0.038730751,0,1
MARTENS Lukas,Men's 200m Freestyle,6440,6180,NA,6429,NA,6429,0.001710997,-0.038730751,0,1
WINNINGTON Elijah,Men's 200m Freestyle,6440,6180,NA,6459,NA,6459,-0.002941632,-0.043195541,0,0
SETIN SARTORI Murilo,Men's 200m Freestyle,6440,6180,NA,6431,NA,6431,0.001399471,-0.0390297,0,1
HAFNAOUI Ahmed,Men's 400m Freestyle,13710,13210,13416,13568,NA,13492,0.016157723,-0.020901275,1,1
McLOUGHLIN Jack,Men's 400m Freestyle,13710,13210,13432,13520,NA,13476,0.017364203,-0.019738795,1,1
SMITH Kieran,Men's 400m Freestyle,13710,13210,13474,13525,NA,13499.5,0.01559317,-0.021445239,1,1
MUHLLEITNER Henning Bennet,Men's 400m Freestyle,13710,13210,13447,13447,NA,13447,0.019558266,-0.017624749,0,1
AUBOECK Felix,Men's 400m Freestyle,13710,13210,13447,13471,NA,13459,0.018649231,-0.018500632,0,1
DETTI Gabriele,Men's 400m Freestyle,13710,13210,13528,13507,NA,13517.5,0.014240799,-0.022748289,0,1
WINNINGTON Elijah,Men's 400m Freestyle,13710,13210,13520,13520,NA,13520,0.014053254,-0.022928994,0,1
MITCHELL Jake,Men's 400m Freestyle,13710,13210,13539,13538,NA,13538.5,0.012667578,-0.024264136,0,1
CISTERNAS Eduardo,Men's 400m Freestyle,13710,13210,NA,14050,NA,14050,-0.024199288,-0.059786477,0,0
MOGNE Igor,Men's 400m Freestyle,13710,13210,NA,14216,NA,14216,-0.035593697,-0.070765335,0,0
REVISHVILI Irakli,Men's 400m Freestyle,13710,13210,NA,14269,NA,14269,-0.039175836,-0.074216834,0,0
DERKOSKI Filip,Men's 400m Freestyle,13710,13210,NA,14614,NA,14614,-0.061858492,-0.096072259,0,0
MESTRE Alfonso,Men's 400m Freestyle,13710,13210,NA,13634,NA,13634,0.0055743,-0.031098724,0,1
BAU Martin,Men's 400m Freestyle,13710,13210,NA,13976,NA,13976,-0.019032627,-0.054808243,0,0
VARGAS Joaquin,Men's 400m Freestyle,13710,13210,NA,14014,NA,14014,-0.021692593,-0.0573712,0,0
PRAWIRA Aflah,Men's 400m Freestyle,13710,13210,NA,14108,NA,14108,-0.028210944,-0.063651829,0,0
ROBERTS Wesley Tikiariki,Men's 400m Freestyle,13710,13210,NA,14165,NA,14165,-0.032121426,-0.067419696,0,0
SIM Welson,Men's 400m Freestyle,13710,13210,NA,14305,NA,14305,-0.041593848,-0.076546662,0,0
SOBERS Alex,Men's 400m Freestyle,13710,13210,NA,14354,NA,14354,-0.044865543,-0.079699039,0,0
FREEMAN James,Men's 400m Freestyle,13710,13210,NA,14590,NA,14590,-0.060315284,-0.094585332,0,0
DJAKOVIC Antonio,Men's 400m Freestyle,13710,13210,NA,13582,NA,13582,0.009424238,-0.027389192,0,1
ALY ELKAMASH Marwan,Men's 400m Freestyle,13710,13210,NA,13654,NA,13654,0.004101362,-0.032517943,0,1
ZIRK Kregor,Men's 400m Freestyle,13710,13210,NA,13625,NA,13625,0.006238532,-0.030458716,0,1
EGOROV Aleksandr,Men's 400m Freestyle,13710,13210,NA,13691,NA,13691,0.001387773,-0.035132569,0,1
CHRISTIANSEN Henrik,Men's 400m Freestyle,13710,13210,NA,13768,NA,13768,-0.004212667,-0.040528762,0,0
REID Zac,Men's 400m Freestyle,13710,13210,NA,13825,NA,13825,-0.008318264,-0.044484629,0,0
LEE Hojoon,Men's 400m Freestyle,13710,13210,NA,14003,NA,14003,-0.020924088,-0.056630722,0,0
AUBRY David,Men's 400m Freestyle,13710,13210,NA,14101,NA,14101,-0.02772853,-0.063187008,0,0
COSTA Guilherme,Men's 400m Freestyle,13710,13210,NA,13599,NA,13599,0.008162365,-0.028605044,0,1
MARTENS Lukas,Men's 400m Freestyle,13710,13210,NA,13590,NA,13590,0.008830022,-0.027961737,0,1
RAPSYS Danas,Men's 400m Freestyle,13710,13210,NA,13592,NA,13592,0.008681577,-0.028104768,0,1
BIRD Kieran,Men's 400m Freestyle,13710,13210,NA,13735,NA,13735,-0.001820167,-0.038223517,0,0
de TULLIO Marco,Men's 400m Freestyle,13710,13210,NA,13585,NA,13585,0.009201325,-0.027603975,0,1
ZOMBORI Gabor,Men's 400m Freestyle,13710,13210,NA,13719,NA,13719,-0.000656024,-0.03710183,0,0
JI Xinjie,Men's 400m Freestyle,13710,13210,NA,13707,NA,13707,0.000218866,-0.036258846,0,1
MALYUTIN Martin,Men's 400m Freestyle,13710,13210,NA,13789,NA,13789,-0.005729204,-0.041989992,0,0
DRESSEL Caeleb,Men's 50m Freestyle,1327,1267,1267,1292,1302,1287,0.031080031,-0.015540016,1,1
MANAUDOU Florent,Men's 50m Freestyle,1327,1267,1315,1325,1313,1317.666667,0.007083228,-0.038451809,1,1
FRATUS Bruno,Men's 50m Freestyle,1327,1267,1317,1327,1320,1321.333333,0.004288597,-0.041120081,1,1
ANDREW Michael,Men's 50m Freestyle,1327,1267,1320,1349,1327,1332,-0.003753754,-0.048798799,0,0
PROUD Benjamin,Men's 50m Freestyle,1327,1267,1332,1353,1327,1337.333333,-0.00772682,-0.052592223,0,0
GKOLOMEEV Kristian,Men's 50m Freestyle,1327,1267,1332,1326,1320,1326,0.000754148,-0.044494721,0,1
ZAZZERI Lorenzo,Men's 50m Freestyle,1327,1267,1338,1346,1335,1339.666667,-0.009455088,-0.054242349,0,0
de BOER Thom,Men's 50m Freestyle,1327,1267,1339,1335,1338,1337.333333,-0.00772682,-0.052592223,0,0
GIRARD de LANGLADE MPALI Adam,Men's 50m Freestyle,1327,1267,NA,1686,NA,1686,-0.212930012,-0.2485172,0,0
da SILVA VIEGAS Jose Joao,Men's 50m Freestyle,1327,1267,NA,1739,NA,1739,-0.236917769,-0.271420357,0,0
MIKO EYANGA Diosdado,Men's 50m Freestyle,1327,1267,NA,1863,NA,1863,-0.287707998,-0.319914117,0,0
NDJOUME Charly,Men's 50m Freestyle,1327,1267,NA,1642,NA,1642,-0.19183922,-0.228380024,0,0
GABER IBRAHIM Houssein,Men's 50m Freestyle,1327,1267,NA,1661,NA,1661,-0.201083685,-0.237206502,0,0
BUARO Ebrima Sorry,Men's 50m Freestyle,1327,1267,NA,1664,NA,1664,-0.202524038,-0.238581731,0,0
DINGILIUS WALLACE Shawn,Men's 50m Freestyle,1327,1267,NA,1666,NA,1666,-0.203481393,-0.239495798,0,0
ANWARI Fahim,Men's 50m Freestyle,1327,1267,NA,1687,NA,1687,-0.213396562,-0.248962656,0,0
KINONO Phillip,Men's 50m Freestyle,1327,1267,NA,1706,NA,1706,-0.222157093,-0.257327081,0,0
OTOGBE Mawupemon,Men's 50m Freestyle,1327,1267,NA,1568,NA,1568,-0.15369898,-0.191964286,0,0
PINA Troy,Men's 50m Freestyle,1327,1267,NA,1597,NA,1597,-0.169067001,-0.206637445,0,0
INTHAVONG Santisouk,Men's 50m Freestyle,1327,1267,NA,1564,NA,1564,-0.151534527,-0.189897698,0,0
ISHANOV Olimjon,Men's 50m Freestyle,1327,1267,NA,1572,NA,1572,-0.155852417,-0.194020356,0,0
BAH Mamadou,Men's 50m Freestyle,1327,1267,NA,1612,NA,1612,-0.176799007,-0.214019851,0,0
MUKTAR Abdelmalik,Men's 50m Freestyle,1327,1267,NA,1625,NA,1625,-0.183384615,-0.220307692,0,0
DLAMINI Simanga,Men's 50m Freestyle,1327,1267,NA,1654,NA,1654,-0.197702539,-0.233978235,0,0
WYSE Joshua,Men's 50m Freestyle,1327,1267,NA,1710,NA,1710,-0.223976608,-0.259064327,0,0
CADOGAN Shane,Men's 50m Freestyle,1327,1267,NA,1511,NA,1511,-0.12177366,-0.161482462,0,0
SEYDOU LANCINA Alassane,Men's 50m Freestyle,1327,1267,NA,1515,NA,1515,-0.124092409,-0.16369637,0,0
ISLAM Md Ariful,Men's 50m Freestyle,1327,1267,NA,1521,NA,1521,-0.127547666,-0.166995398,0,0
HEM Puch,Men's 50m Freestyle,1327,1267,NA,1531,NA,1531,-0.133246244,-0.172436316,0,0
DANSOU Marc Pascal Pierre,Men's 50m Freestyle,1327,1267,NA,1539,NA,1539,-0.137751787,-0.176738142,0,0
OUEDRAOGO Adama,Men's 50m Freestyle,1327,1267,NA,1522,NA,1522,-0.128120894,-0.167542707,0,0
MANIRAGUHA Eloi,Men's 50m Freestyle,1327,1267,NA,1538,NA,1538,-0.137191157,-0.176202861,0,0
MOOSA Shaquille,Men's 50m Freestyle,1327,1267,NA,1554,NA,1554,-0.146074646,-0.184684685,0,0
GEBBIE Luke,Men's 50m Freestyle,1327,1267,NA,1404,NA,1404,-0.054843305,-0.097578348,0,0
MURATOVIC Emir,Men's 50m Freestyle,1327,1267,NA,1411,NA,1411,-0.059532247,-0.10205528,0,0
BARSEGHYAN Artur,Men's 50m Freestyle,1327,1267,NA,1394,NA,1394,-0.048063128,-0.091104735,0,0
MASO Alaa,Men's 50m Freestyle,1327,1267,NA,1410,NA,1410,-0.058865248,-0.10141844,0,0
ANTONIOU Nikolas,Men's 50m Freestyle,1327,1267,NA,1418,NA,1418,-0.064174894,-0.106488011,0,0
EFREM Ghirmai,Men's 50m Freestyle,1327,1267,NA,1474,NA,1474,-0.09972863,-0.140434193,0,0
GOMES Filipe,Men's 50m Freestyle,1327,1267,NA,1440,NA,1440,-0.078472222,-0.120138889,0,0
MYAGMAR Delgerkhuu,Men's 50m Freestyle,1327,1267,NA,1503,NA,1503,-0.117099135,-0.157019295,0,0
BARNA Andrej,Men's 50m Freestyle,1327,1267,NA,1349,NA,1349,-0.016308377,-0.060785767,0,0
CARTER Dylan,Men's 50m Freestyle,1327,1267,NA,1366,NA,1366,-0.028550512,-0.072474378,0,0
FRASER Brett,Men's 50m Freestyle,1327,1267,NA,1366,NA,1366,-0.028550512,-0.072474378,0,0
MARTINEZ Enzo,Men's 50m Freestyle,1327,1267,NA,1372,NA,1372,-0.032798834,-0.076530612,0,0
TJON-A-JOE Renzo,Men's 50m Freestyle,1327,1267,NA,1376,NA,1376,-0.035610465,-0.079215116,0,0
